제목,원제,개봉일,스트리밍,대여,평점,장르,재생 시간,감독,출연진,시놉시스,이미지,구매
프리미엄 러쉬,Premium Rush,(2012),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,300', 'HD']), ('Naver Store', ['₩1,300', 'HD'])]","['71%', '6.5 (112k)']","['범죄 , 스릴러 , 액션 , Made in Europe']",['1시간 31분'],['David Koepp'],"['Joseph Gordon-Levitt', 'Michael Shannon', 'Jamie Chung', 'Dania Ramirez', 'Lauren Ashley Carter', 'Shing Ka', 'Ashley Austin Morris', 'Christopher Place', 'Aasif Mandvi', 'Tet Wada', 'Aaron Tveit', 'Wolé Parks', 'Alexis Krauss', 'Ron Maestri']","고정기어, 노브레이크! 나는 도시를 누비는 바이크 메신저다! 명문대 출신의 와일리는 따분한 직장생활 대신 자신이 좋아하는 자전거를 타면서 도시를 누비는 퀵서비스를 직업으로 살아간다. 고정기어와 노브레이크 자전거로 쉴 새 없이 페달을 밟는 그는 1,500여명의 뉴욕 바이크 메신저 중 하나다. 여자친구 바네사 역시 같은 사무실에서 바이크 메신저로 일하고 있다. 어느 날, 와일리는 바네사의 룸메이트인 니마의 의뢰를 받는데, 작은 봉투를 차이나 타운으로 배달하는 일이다. 봉투 속에는 중국에 있는 니마의 어린 아들을 밀항시킬 티켓이 들어있다. 그것은 자신이 모은 돈을 모두 털어 비밀리에 티켓을 마련한 니마의 유일한 희망이다. 한편 차이나 타운에서 도박을 일삼던 부패한 경찰 바비는 도박 빚으로 폭력배들의 협박을 받던 중 니마의 티켓을 훔쳐야 하는 상황에 처한다. 봉투 속에 들어있던 티켓의 진실을 알지 못했던 와일리는 계속되는 경찰의 추격을 따돌리는 와중에 니마를 통해 모든 진실을 알게된다. 바비는 추적에 실패를 거듭하자 티켓의 배달지를 임의로 바꾸고, 뒤늦게 모든 진실을 알게 된 와일리는 바네사와 함께 티켓을 시간 안에 원래 목적지로 배달하기 위해 고군분투하는데…",https://images.justwatch.com/poster/9261662/s276/premium-rush.webp,"[('Naver Store', ['₩5,000', 'HD']), ('wavve', ['₩5,500', 'HD'])]"
Glee: The Concert Movie,,(2011),"[('Disney Plus', ['정액제', 'HD'])]",,"['71%', '5.5 (5k)']","['음악 , 다큐멘터리 , 가족']",['1시간 24분'],['Kevin Tancharoen'],"['Lea Michele', 'Cory Monteith', 'Darren Criss', 'Kevin McHale', 'Chris Colfer', 'Naya Rivera', 'Amber Riley', 'Dianna Agron', 'Heather Morris', 'Gwyneth Paltrow', 'Chord Overstreet', 'Mark Salling', 'Harry Shum Jr.', 'Jenna Ushkowitz', 'Ashley Fink', 'Riker Lynch', 'Curt Mega', 'Titus Makin Jr.']","A concert documentary shot during the Glee Live! In Concert! summer 2011 tour, featuring song performances and Glee fans' life stories and how the show influenced them.",https://images.justwatch.com/poster/179333836/s276/glee-the-concert-movie.webp,
하녀,,(2010),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,000', 'HD'])]","['70%', '6.4 (10k)']","['스릴러 , 드라마']",['1시간 46분'],['Im Sang-soo'],"['Jeon Do-yeon', 'Lee Jung-jae', 'Seo Woo', 'Youn Yuh-jung', 'Park Ji-young', 'Ahn Seo-hyun', 'Hwang Jeong-min', 'Moon So-ri', 'Chae Tae-back', 'Jeon Sin-hwan', 'Noh Sang-min', 'Jang Soon-kyu', 'Cho Yong-jae', 'Lim Hyun-kyung']","이혼 후 식당 일을 하면서도 해맑게 살아가던 은이는 자신에게는 까마득하게 높은 상류층 대저택의 하녀로 들어간다. 완벽한 주인집 남자 훈, 쌍둥이를 임신 중인 안주인 해라, 자신을 엄마처럼 따르는 여섯 살 나미, 그리고 집안을 총괄하는 나이든 하녀 병식과의 생활은 낯설지만 즐겁다. 어느 날 가족 여행에 동행하게 된 은이는 자신의 방에 찾아온 훈의 은밀한 유혹에 이끌려 육체적인 관계를 맺고 본능적인 행복을 느낀다. 은이와 훈은 격렬한 관계를 이어가지만 병식이 그들의 사이를 눈치채며 대저택에 알 수 없는 긴장감이 감돌기 시작하는데...",https://images.justwatch.com/poster/8825551/s276/the-housemaid.webp,
어네스트와 셀레스틴,Ernest et Célestine,(2012),"[('wavve', ['정액제', 'HD'])]","[('Naver Store', ['₩1,000', 'HD']), ('wavve', ['₩1,500', 'HD'])]","['85%', '7.9 (19k)']","['애니메이션 , 드라마 , Made in Europe , 가족 , 판타지 , 코미디 , 범죄']",['1시간 18분'],"['Stéphane Aubier , Vincent Patar , Benjamin Renner']","['Anne-Marie Loop', 'Lambert Wilson', 'Pauline Brunner', 'Patrice Melennec', 'Brigitte Virtudes', 'Léonard Louf', 'Dominique Maurin', 'Yann Lemadic', 'Féodor Atkine', 'Vincent Grass', 'Patrice Dozier', 'Jacques Ciron', 'Garance Pauwels', 'Pierre Baton', 'Yann Le Madic', ""Colleen O'Shaughnessey"", 'Spike Spencer', 'Hunter Maki', 'Kémil Belhadj', 'Yanis Belhadj', 'José António Barbosa de Oiveira', 'Swann Bey', 'Simon Brunner', 'Samuel Cahu', 'Adeline Chetail', ""Thierry d'Armor"", 'Michel Elias', 'Jennifer Fauveau', 'Ambre Foubert', 'Nathalie Homs', 'Warren Homs', 'Pascale Jacquemont', 'Gwenaelle Jegou', 'Sofiane Larcher-Guessoum', 'Emmanuel LeMire', 'Ornella Louf', 'Perrette Pradier', 'Mackenzie Foy']","가난하지만 멋진 목소리, 수준급 바이올린 연주가 자랑인 거리의 음악가 '어네스트'(곰)는 오늘도 거리에 나와 연주하지만 매번 외면을 당한다. 한편, 지하세계에 사는 꼬마 '셀레스틴'(생쥐)은 치과의사가 되라는 주변의 압박에 곰의 이빨을 구하러 지상의 세계로 나온다. 절체절명의 순간, 어네스트는 위기에 처한 셀레스틴을 도와주게 되고, 세상에 둘도 없는 절친이 된다. 하지만 서로 다른 세계에 산다는 이유로 곰과 쥐의 우정을 방해하는 세상의 편견에 결국 쫓기는 신세가 되는데…",https://images.justwatch.com/poster/93353898/s276/ernest-and-celestine.webp,"[('Naver Store', ['₩1,000', 'HD'])]"
락아웃: 익스트림미션,Lockout,(2012),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,540', 'HD']), ('Naver Store', ['₩1,540', 'HD'])]","['68%', '6.1 (96k)']","['스릴러 , SF , 범죄 , 액션 , Made in Europe']",['1시간 35분'],['Kim Hyun-zo'],"['Kim Tae-ri', 'Oh Dong-min']","전세계 가장 위험한 범죄자를 특별 격리 수용한 우주감옥. 한번 들어가면 절대 빠져 나갈 수 없는 그곳에 대통령의 딸 ‘에밀리’가 인질로 붙잡힌다. 최첨단 보안시스템을 뚫고 탈옥에 성공할 수 있는 단 한 명의 인물은 전직 특수요원 ‘스노우’. 누명을 쓰고 조직에서 버림받은 스노우는 자신의 자유를 조건으로 한계초월의 구출작전에 응한다. 도망칠 곳 없는 우주 한복판, 사상 최악의 범죄자 500명. 이것은 시작에 불과하다. 거대한 우주감옥이 궤도를 잃고 지구로 돌진하기 시작한다!! 해결할수록 업그레이드 되는 위험한 미션! 극강의 리얼 액션이 펼쳐진다!",https://images.justwatch.com/poster/8663621/s276/lockout.webp,"[('wavve', ['₩6,050', 'HD']), ('Naver Store', ['₩6,050', 'HD'])]"
바운티 헌터,The Bounty Hunter,(2010),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,300', 'HD']), ('Naver Store', ['₩1,300', 'HD'])]","['64%', '5.6 (125k)']","['드라마 , 액션 , 코미디 , 로맨스']",['1시간 50분'],['Andy Tennant'],"['Gerard Butler', 'Jennifer Aniston', 'Peter Greene', 'Jeff Garlin', 'Jason Sudeikis', 'Gio Perez', 'Siobhan Fallon Hogan', 'Joel Garland', 'Jason Kolotouros', 'Matt Malloy', 'Adam Rose', 'Christine Baranski', 'Dorian Missick', 'David Costabile', 'Lynda Gravatt', 'Charlie Hewson', 'Charles Techman', 'Lou Sumrall', 'Jayne Houdyshell', 'Cathy Moriarty', 'Ritchie Coster', 'Mary Testa', 'Harry Zittel', 'Tracy Thorne', 'Christian Borle', 'Carol Kane', 'Adam LeFevre', 'Edward Mitchell', 'Patrick Mitchell', 'Brooke Allison', 'Eric Zuckerman', 'Wally Dunn']","지긋지긋했던 결혼생활을 끝내고 각자 현상금 사냥꾼과 기자로서 새출발한 마일로와 니콜. 그러던 어느 날, 마일로 앞에 니콜이 새로운 모습으로 다시 나타난다. 다름아닌 거액의 현상금이 걸린 수배자로?! 가벼워진 주머니 사정에 고민하던 마일로는 결혼 생활의 악몽과 현상금을 떠올리며 미친 듯이 그녀를 쫓고, 자신을 추격하는 이가 마일로라는 것을 알게 된 니콜은 ‘잡히면 죽는다’는 일념으로 그를 따돌리기 위해 고군분투하는데…",https://images.justwatch.com/poster/185889153/s276/the-bounty-hunter.webp,"[('Naver Store', ['₩5,000', 'HD']), ('wavve', ['₩5,500', 'HD'])]"
포제션: 악령의 상자,The Possession,(2012),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,500', 'HD'])]","['66%', '5.9 (59k)']","['스릴러 , 공포']",['1시간 32분'],['Ole Bornedal'],"['Jeffrey Dean Morgan', 'Natasha Calis', 'Madison Davenport', 'Kyra Sedgwick', 'Rob LaBelle', 'Matisyahu', 'Quinn Lord', 'Jay Brazeau', 'Nana Gbewonyo', 'Jim Thorburn', 'Erin Simms', 'John Cassini', 'Grant Show', 'Tim Perez', 'Ned Bellamy', 'Alejandro Cuello']","벼룩시장에서 발견한 앤틱 상자를 집으로 가져온 클라이드의 딸 엠. 미스터리하게 열리지 않던 이 상자는 엠에 의해 우연히 세상 밖으로 열린다. 이후 엠은 남몰래 어두운 주방에서 날고기를 먹고, 수백 마리의 나방이 가득한 방에 앉아 상자와 대화를 나누는 등 점점 이상한 모습을 보이기 시작한다. 딸을 걱정하는 클라이드는 그녀를 병원으로 데려가지만 치료를 거부하는 엠에게 자리잡은 악령으로 인해 병원마저 쑥대밭이 된다. 클라이드는 그녀를 구하기 위해 절박한 심정으로 엑소시스트에게 도움을 청하고, 그녀를 구하기 위해서는 누군가의 희생이 필요하다는 말을 듣게 되는데",https://images.justwatch.com/poster/32718516/s276/the-possession.webp,"[('Naver Store', ['₩1,200', 'HD'])]"
시즌 오브 더 위치: 마녀호송단,Season of the Witch,(2011),,"[('wavve', ['₩1,000', 'HD']), ('Naver Store', ['₩1,000', 'HD'])]","['62%', '5.4 (92k)']","['판타지 , 액션']",['1시간 35분'],['Dominic Sena'],"['Nicolas Cage', 'Ron Perlman', 'Ulrich Thomsen', 'Christopher Lee', 'Fernanda Dorogi', 'Stephen Graham', 'Matt Devere', 'Rebekah Kennedy', 'Robert Sheehan', 'Claire Foy', 'Stephen Campbell Moore', 'Rory McCann', 'Kevin Rees', 'Andrew Hefler', 'Barna Illyés', 'Simone Kirby', 'Elen Rhys', 'Nicholas Sidi', 'Nicola Sloane', 'Ada Michelle Loridans', 'Lisa Marie Dupree']","14세기 중세 유럽, 십자군 전쟁의 전설로 불리우는 기사 ‘베이맨’(니콜라스 케이지)은 고향으로 향하던 중 흑사병으로 폐허가 돼버린 유럽을 마주한다. 흑사병의 원인이 ‘검은 마녀’의 저주 때문이라고 믿는 교회의 추기경과 사제들은 흑사병의 대재앙을 멈추려면 신성한 수도원에서 마녀의 저주를 푸는 것만이 유일한 방법이라고 믿는다. 이에 ‘베이맨’은 마녀로 의심되는 소녀를 수도원으로 호송하는 임무를 맡게 되는데… 대재앙에 맞설 6인의 기사단이 온다!",https://images.justwatch.com/poster/22186529/s276/sijeun-obeu-deo-wici-manyeohosongdan.webp,
슬리핑 뷰티,Sleeping Beauty,(2011),,,"['60%', '5.3 (31k)']","['로맨스 , 드라마 , 스릴러']",['1시간 42분'],['Julia Leigh'],"['Emily Browning', 'Rachael Blake', 'Ewen Leslie', 'Mirrah Foulkes', 'Ivy Mak', 'Tammy Macintosh', 'Kelly Paterniti', 'Eden Falk', 'Justin Smith', 'Peter Carroll', 'Sarah Snook', 'Bridgette Barrett', 'Hannah Bella Bowden', 'Chris Haywood', 'Hugh Keays-Byrne']","누가 봐도 매력적인 여대생 루시는 밀린 집세와 등록금을 내기 위해 갖가지 아르바이트를 하지만 좀처럼 생활은 나아지지 않는다. 그러던 어느 날, 상류층 섹슈얼 파티에서 서빙을 시작하게 된 루시는 큰 돈을 벌 수 있는 특별한 제안을 받는다. ‘슬리핑 뷰티’라 불리는 그 일은 아무것도 모르게 잠든 채 누워 상류층 남자들의 에로틱 판타지를 충족시켜 주는 것이다. 루시의 침실로 찾아오는 이가 늘어날수록 자신이 잠든 사이에 무슨 일이 일어나는지 모르는 불편한 경험은 점차 루시의 마음 속을 잔인하게 파고드는데...",https://images.justwatch.com/poster/15331385/s276/sleeping-beauty-2011.webp,"[('Naver Store', ['₩5,500', 'HD'])]"
오페라의 유령: 25주년 특별 공연,The Phantom of the Opera at the Royal Albert Hall,(2011),,,"['93%', '8.8 (8k)']","['드라마 , 스릴러 , 음악 , 로맨스']",['2시간 40분'],"['Nick Morris , Laurence Connor']","['Ramin Karimloo', 'Sierra Boggess', 'Hadley Fraser', 'Liz Robertson', 'Nick Holder', 'Wendy Ferguson', 'Daisy Maywood', 'Barry James', 'Gareth Snook', 'Wynne Evans', 'Earl Carpenter', 'Kiera Duffy', 'Sergei Polunin', 'Philip Griffiths', 'Simon Green', 'Stephen John Davis', 'Gardar Thor Cortes', 'Heather Jackson', 'Ellen Jackson', 'Rosemary Ashe', 'Andrew Lloyd Webber', 'Michael Crawford', 'Sarah Brightman', 'Colm Wilkinson', 'Anthony Warlow', 'Peter Jöback', 'John Owen-Jones', 'Peter Land', 'Katie Hall']","유령이 있다는 소문이 도는 파리의 오페라 하우스. 새로운 오페라 한니발의 리허설이 한창이다. 리허설 도중 또 다시 무대 장치가 떨어지는 사고가 발생하자 주인공인 칼롯타는 무대에 설 수 없다며 공연을 거부한다. 발레 감독인 마담 지리는 무용수인 크리스틴을 추천하고, 그녀는 모두의 우려와는 달리 멋지게 공연을 해낸다. 공연을 본 오페라 하우스의 새로운 재정 후원자 라울은 크리스틴이 어린 시절 소꿉 친구였다는 사실을 알아챈다. 공연을 축하하러 온 라울이 잠시 자리를 비운 사이 크리스틴은 하얀 가면으로 얼굴을 가린 팬텀에게 이끌려 거울 속 미궁으로 사라지는데...",https://images.justwatch.com/poster/10398277/s276/the-phantom-of-the-opera-at-the-royal-albert-hall.webp,"[('Naver Store', ['₩5,000', 'HD'])]"
컨빅션,Conviction,(2010),"[('Watcha', ['정액제', 'HD'])]",,"['78%', '7.2 (43k)']","['드라마 , 범죄']",['1시간 47분'],['Tony Goldwyn'],"['Hilary Swank', 'Sam Rockwell', 'Minnie Driver', 'Melissa Leo', 'Peter Gallagher', 'Ari Graynor', 'Loren Dean', 'Conor Donovan', 'Owen Campbell', 'Tobias Campbell', 'Bailee Madison', 'Clea DuVall', 'Karen Young', 'Talia Balsam', 'John Pyper-Ferguson', 'Juliette Lewis', 'Thomas D. Mahard', 'Laurie Brown', 'Ele Bardha', 'Rusty Mewha', 'Marc Macaulay', 'Frank Zieger', 'J. David Moeller', 'Scott Philyaw', 'Tobiasz Daszkiewicz', 'Iris Ingram', 'John Lepard', 'Jake Andolina', 'Wallace Bridges', 'Marty Bufalini', 'Doug Hamilton', 'Sarab Kamoo', 'Hugh McGuire', 'Michele Messmer', 'Annabel Armour', 'Toya Brazell', 'Heather Kozlakowski', 'Julia Ho', 'Paul Burt', 'Matthew Hollerbach', 'Zack Fealk', 'Linda Hurd', 'Michael Liu', 'York Griffith', 'Gordon Michaels', 'Alana Jo Beckman', 'Ethan Cutkosky', 'Eddie Hurcho', 'Jane Alderman', 'Janet Ulrich Brooks', 'Gary Davis', 'Rick Le Fevour', 'Jennifer Roberts', 'Linda Boston', 'Kam Carman', 'Julio Ho', 'Peter Carey', 'Melissa Bickerton', 'Heather Yerebeck', 'Jordan Monaghan']","서로를 의지해 살아가던 ‘베티 앤’과 ‘케니’ 남매. 그러던 어느 날, ‘케니’는 억울한 누명을 쓴 채 종신형을 선고받고 교도소에 수감된다. ‘베티 앤’은 사랑하는 오빠를 감옥에서 구해내기 위해서 끊임없이 노력하지만 변호사들은 모두 끝난 사건이라고 말하며 사건 맡기를 거부한다. 점점 지쳐가는 오빠의 모습을 보고 있던 ‘베티 앤’은 자신이 변호사가 되어 오빠를 구해내기로 마음먹는다. 그렇지만 극복하기 힘든 냉혹한 현실과 자신의 곁을 떠나가는 가족들의 모습을 접하게 되면서 ‘베티 앤’은 자신의 삶에 좌절하고 지쳐가기 시작하는데...",https://images.justwatch.com/poster/130079250/s276/keonbigsyeon.webp,"[('Naver Store', ['₩1,000', 'HD'])]"
세상의 모든 계절,Another Year,(2010),,"[('wavve', ['₩1,000', 'HD'])]","['78%', '7.4 (28k)']","['드라마 , 코미디']",['2시간 9분'],['Mike Leigh'],"['Jim Broadbent', 'Lesley Manville', 'Ruth Sheen', 'Peter Wight', 'Oliver Maltman', 'David Bradley', 'Karina Fernandez', 'Martin Savage', 'Michele Austin', 'Phil Davis', 'Stuart McQuarrie', 'Imelda Staunton', 'Eileen Davies', 'Mary Jo Randle', 'Ben Roberts', 'David Hobbs', 'Ralph Ineson', 'Edna Doré', 'Badi Uzzaman', 'Meneka Das', 'Gary Powell', 'Lisa McDonald']","런던에 사는 노부부 톰과 제리는 소박하지만 행복한 일상을 보낸다. 과거의 잘못된 선택과 그로 인한 상처로 힘들어하는 제리의 직장동료 메리, 퇴직을 앞두고 삶의 기쁨을 찾지 못하는 톰의 친구 켄 등 부부는 주위의 가족과 친구들의 외로움과 슬픔, 기쁨과 행복을 함께하는 벗이 되어 준다. 그러던 어느날 아들 조이가 여자친구 케이티를 소개하는 자리에 갑자기 메리가 찾아오고, 그녀는 그간 말하지 않았던 자신의 속마음을 드러내는데...",https://images.justwatch.com/poster/160392317/s276/sesangyi-modeun-gyejeol.webp,"[('Naver Store', ['₩1,000', 'HD'])]"
크리스마스 스타,Reisen til julestjernen,(2012),"[('Watcha', ['정액제', 'HD'])]",,"['65%', '5.8 (1k)']","['판타지 , Made in Europe , 가족']",['1시간 20분'],['Nils Gaup'],"['Vilde Zeiner', 'Anders Baasmo Christiansen', 'Agnes Kittelsen', 'Stig Werner Moe', 'Eilif Hellum Noraker', 'Knut Walle', 'Sofie Asplin', 'Kristin Zachariassen', 'Andreas Cappelen', 'Jakob Oftebro', 'Evy Kasseth Røsten', 'Jarl E. Goli', 'Brit Elisabeth Haagensli', 'Vera Rudi', 'Erik Hivju', 'Nils Ole Oftebro', 'Bjørn Sundquist']",왕위를 차지하려는 왕의 사촌 백작은 왕의 유일한 혈족인 공주를 제거하기로 결심을 하고 악덕 마녀와 함께 계획을 세운다. 어느 날 왕비가 위독하자 공주에게 크리스마스 별을 찾아오면 왕비가 회복될 것이라고 속여 공주를 어두운 숲 속으로 유인해서 납치하게 되고 이윽고 왕비는 세상을 떠나게 된다. 망연자실한 왕은 크리스마스 별을 저주하며 공주를 찾기 위해 심혈을 기울이지만 공주의 소식은 들리지 않는다. 그러던 어느 날 도둑의 소굴에서 탈출한 한 소녀가 왕 앞에 나타나고 왕의 이야기를 들은 후 크리스마스 별을 찾기 위해 길을 나서는데…,https://images.justwatch.com/poster/93735052/s276/journey-to-the-christmas-star.webp,"[('Naver Store', ['₩1,200', 'HD'])]"
갓 블레스 아메리카,God Bless America,(2011),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,500', 'HD'])]","['77%', '7.2 (69k)']","['드라마 , 코미디 , 범죄 , 스릴러']",['1시간 44분'],['Bobcat Goldthwait'],"['Joel Murray', 'Tara Lynne Barr', 'Mackenzie Brooke Smith', 'Melinda Page Hamilton', 'Rich McDonald', 'Maddie Hasson', 'Larry Miller', 'Dorie Barton', 'Travis Wester', 'Lauren Benz Phillips', 'Guerrin Gardner', 'Kellie Ramdhanie', 'Aris Alvarado', 'Romeo Brown', 'Sandra Vergara', 'Jamie Harris', 'Alexie Gilmore', 'James McAndrew', 'Brendalyn Richard', 'Geoff Pierson', 'Tom Kenny', 'Eliza Coyle', 'Kill Talley', 'Joe Liss', 'Cameron Denny', 'Danny Geter', 'Dan Spencer', 'Christopher Doyle', 'Morgan Murphy', 'David Mendenhall', 'Jacob DeMonte-Finn']",가치관이 실종된 미국 사회와 이를 조장하는 미디어에 넌더리가 난 프랭크는 뇌종양 말기 선고까지 받게 되자 죽기 전에 예의 없는 것들을 처단하기로 결심한다. 뜻하지 않게 의기투합한 여고생 루시와 함께 프랭크는 분노의 총질을 시작한다.,https://images.justwatch.com/poster/162816894/s276/god-bless-america.webp,
엽문 2,葉問2,(2010),,"[('wavve', ['₩1,200', 'HD'])]","['81%', '7.5 (101k)']","['드라마 , 스포츠 , 액션 , 역사']",['1시간 44분'],['Wilson Yip'],"['Donnie Yen', 'Sammo Hung', 'Simon Yam', 'Lynn Hung', 'Fan Siu-Wong', 'Lo Meng', 'Huang Xiaoming', 'Kent Cheng Jak-Si', 'Christian Kang Bachini', 'Ashton Chen', 'Darren Shahlavi', 'Fung Hak-On', 'Tomer Oz', 'Tian Rui', 'Stefan Morawietz', 'Mei-Fang Lu', 'Charles Mayer']","1950년대, 중국을 떠나 홍콩에 자리를 잡은 엽문(견자단). 제자를 받지 않으려 했던 엽문은 가족의 생계를 위해 도장을 차린다. 하지만 이곳 역시 불산에 있던 무관의 거리처럼 수많은 무술사범들이 서로를 견제하는 도시다. 엽문의 도장이 번창하자 지역 최고의 무술사범인 홍가권의 고수 홍진남(홍금보)은 그에게 다른 사범과 겨루어 자격을 인정받으라고 강요한다. 많은 사범을 쓰러뜨린 뒤, 홍진남과 무승부를 기록한 엽문은 그와 무술고수로서의 존경을 교감한다. 한편, 당시 홍콩을 지배하던 영국 군부는 자국의 권투챔피언인 트위스터(다렌 샤라비)를 데려와 영국의 위대함과 중국의 무력함을 증명하려 드는데...",https://images.justwatch.com/poster/242202417/s276/yeobmun-2.webp,"[('Naver Store', ['₩1,400', 'HD'])]"
사랑을 카피하다,Copie conforme,(2010),"[('Watcha', ['정액제', 'HD']), ('Mubi', ['정액제', 'HD'])]",,"['78%', '7.3 (23k)']","['로맨스 , 드라마 , Made in Europe']",['1시간 46분'],['Abbas Kiarostami'],"['Juliette Binoche', 'William Shimell', 'Jean-Claude Carrière', 'Agathe Natanson', 'Gianna Giachetti', 'Adrian Moore', 'Angelo Barbagallo', 'Andrea Laurenzi', 'Filippo Trojano', 'Manuela Balsinelli']","영국인 작가 제임스 밀러는 새로 펴낸 ‘기막힌 복제품’이란 책의 강연차 들른 이탈리아 투스카니에서 그녀와 만나게 된다. 아름답고 예민한 그녀는 홀로 아이를 키우며 골동품 가게를 운영하는 프랑스 여성으로 제임스의 책 ‘기막힌 복제품’의 팬이다. 그의 책에 매료된 그녀는 하루 동안 투스카니의 시골지역을 소개해 주겠다고 자청하고, 함께 하면서 서로에 대해 알아가게 될 때쯤 두 사람은 ‘진짜 부부’인 척하는 장난스러운 역할극을 시작한다. 가벼운 마음으로 시작한 그들의 역할극은 점점 진지해지고, 진실과 거짓이 모호한 감정의 소용돌이 속으로 휘말리기 시작하는데…",https://images.justwatch.com/poster/129349874/s276/sarangeul-kapihada.webp,
화이트: 저주의 멜로디,,(2011),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,540', 'HD']), ('Naver Store', ['₩1,540', 'HD'])]","['68%', '6.0 (1k)']","['공포 , 음악 , 스릴러']",['1시간 46분'],"['Kim Gok , Kim Sun']","['Ham Eun-jeong', 'Hwang Woo-seul-hye', 'Maydoni', 'Choi Ah-ra', 'Byeon Jung-su', 'Kim Young-min', 'Jin Se-yeon', 'Lee Jun-ho', 'Kim Gi-bang']","인기 아이돌에 밀려, 빛도 제대로 못 본 걸그룹 핑크돌즈는 주인 없는 곡 ‘화이트’를 리메이크한 2집으로 최고의 인기를 얻게 된다. 백댄서 출신으로 노장 취급 받는 리더 은주, 고음처리가 불안한 보컬 제니, 성형 중독, 얼굴마담 아랑, 랩, 댄스 실력만 출중한 신지 핑크돌즈가 최고의 주가를 올릴수록 이들의 시기와 질투는 심해지고 메인보컬에 대한 경쟁은 더욱 치열해진다. 그러나, ‘화이트’의 메인보컬이 되는 멤버마다 차례로 끔찍한 사고를 겪게 되고, 은주는 ‘화이트’라는 노래에 잔혹한 저주가 걸려있음을 직감하고 그 비밀을 파헤치려 하는데…",https://images.justwatch.com/poster/179295077/s276/white-the-melody-of-the-curse.webp,"[('wavve', ['₩6,050', 'HD']), ('Naver Store', ['₩6,050', 'HD'])]"
인 더 하우스,Dans la maison,(2012),"[('Watcha', ['정액제', 'HD'])]",,"['80%', '7.4 (31k)']","['스릴러 , Made in Europe , 드라마']",['1시간 45분'],['François Ozon'],"['Fabrice Luchini', 'Kristin Scott Thomas', 'Ernst Umhauer', 'Emmanuelle Seigner', 'Bastien Ughetto', 'Denis Ménochet', 'Jean-François Balmer', 'Fabrice Colson', 'Diana Stewart', 'Stéphanie Campion', 'Yolande Moreau', 'Catherine Davenier', 'Vincent Schmitt', 'Jacques Bosc', 'Stéphanie Campion', 'Diana Stewart']",한때 작가를 꿈꾸던 고등학교 문학 교사 제르망과 갤러리를 운영하는 그의 아내 쟝. 평범한 일상을 보내던 그들에게 클로드란 학생의 작문 과제가 눈에 들어온다. 친구 라파의 가족 이야기를 써낸 클로드의 작문에서 묘한 매력과 재능을 발견한 제르망. 클로드의 작문은 제르망과 쟝에게 다시금 활력과 열정을 불러일으킨다. 하지만 점점 도를 지나치는 클로드의 행동과 이를 부추기는 제르망의 호기심은 걷잡을 수 없는 방향으로 치닫는데…,https://images.justwatch.com/poster/160053325/s276/in-deo-hauseu.webp,"[('Naver Store', ['₩2,500', 'HD'])]"
뱀파이어 써커,Vampires Suck,(2010),,,"['45%', '3.4 (48k)']","['코미디 , 공포 , 가족']",['1시간 22분'],"['Jason Friedberg , Aaron Seltzer']","['Jenn Proske', 'Chris Riggi', 'Matt Lanter', 'Ken Jeong', 'Kelsey Ford', 'Arielle Kebbel', 'Mike Mayhall', 'Dave Foley', 'Bradley Dodds', 'Jun Hee Lee', 'Krystal Mayo', 'Nick Eversman', 'David DeLuise', 'Jeff Witzke', 'Crista Flanagan', 'Zane Holtz', 'Anneliese van der Pol', 'Diedrich Bader', 'Charlie Weber', 'Randal Reeder', 'Michael Hanson', 'Marcelle Baer', 'Mandy Jacobs', 'Heather Brooke', 'Ike Barinholtz', 'Wanetah Walmsley', 'Mallory Thompson', 'Helena Barrett', 'Matthew Warzel', 'Michelle Lang', 'Emily Brobst', 'Rett Terrell']","보안관인 아빠와 살기 위해 워싱턴 주의 안개 자욱한 마을 스포크스로 돌아온 17살 소녀 베카(젠 프로스크)는 등교 첫 날, 피부가 창백한 미남 에드워드 설렌(맷 랜터)과 마주친다. 그 순간 에드워드의 신비로운 매력에 빠져든 베카는 뱀파이어라는 에드워드의 고백에도 불구하고 그와 사랑을 나누기로 결심한다. 하지만 설렌 가족이 열어준 베카의 18번째 생일 파티 이후 그녀의 바람은 산산조각난다. 피를 탐하는 가족 때문에 베카의 목숨이 위태로워지는데...",https://images.justwatch.com/poster/10701289/s276/baempaieo-seog.webp,"[('wavve', ['₩5,500', 'HD']), ('Naver Store', ['₩5,500', 'HD'])]"
