0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
161,15668,780,178,15362,893,972,563,10,15691,257,2352,9072,8886,7123,419,2758,14582,15798,7882,576
162,17423,5045,13043,14416,17409,3871,9930,2440,7848,2274,11015,1959,10817,2065,3146,15147,11933,4757,1834,2180
163,8337,6845,14052,6697,15234,4150,12194,14499,9849,8243,19072,7639,10805,1319,2474,261,2419,8123,5086,3507
164,507,310,6838,3645,3069,1092,266,1545,3913,1984,8938,4660,2878,7349,8848,2411,4416,8598,2474,4092
165,1370,1477,110,654,699,15286,14518,2371,11168,491,689,944,2389,17443,15263,896,2107,535,10593,11605
166,8966,2342,14549,11485,17512,7624,11404,1329,3449,2458,7795,8311,243,7082,2721,15547,2262,11037,9691,11707
167,4125,8016,1863,8136,18684,8837,6897,15666,14519,2491,4317,2233,8716,3525,8410,12540,3003,14259,10501,17864
168,702,8353,1097,450,17426,7195,3827,10610,11035,9933,10156,14063,480,3476,2200,10582,16910,15666,13059,4215
169,4801,9971,13359,5872,7782,2128,2022,1282,17700,5169,15963,9028,4897,5349,988,2781,1709,17870,5841,17728
170,2861,461,476,455,3365,1818,325,278,446,2061,3311,87,429,124,430,11212,3222,15815,236,616
171,2424,3632,3403,2957,677,5099,4971,12977,2845,2354,3968,9921,5521,583,781,2391,5238,4422,1953,11263
172,5305,4717,14009,473,7212,3734,13820,8458,1611,9394,5413,6382,3785,13720,2235,6715,13974,11248,9318,5098
173,1282,3375,702,4098,3734,7145,2469,4959,3214,7758,7071,7467,9394,10136,13670,12648,191,9010,5087,4717
174,10404,2760,2718,7551,18421,2569,6412,3431,8717,6491,2437,2845,7641,2354,15630,3846,595,11903,11576,3930
175,6292,1770,37,3461,2591,9963,346,462,2268,730,671,1372,17238,4215,1410,10925,13739,4199,2215,11461
176,648,5400,428,13777,3706,13324,10869,1082,9436,1983,14093,898,9191,1999,8456,3912,7633,14512,8703,13700
177,10882,8273,1643,7949,6420,13859,8381,6061,19039,10272,14018,4751,7132,4723,5968,17113,13781,14942,5734,2009
178,11850,15668,161,9907,17043,15654,15362,7204,15691,16084,2383,16907,5782,1810,15866,13167,7690,12215,17539,12681
179,2356,2548,2497,2613,13568,473,5463,4902,7051,9688,8669,18643,335,2335,10026,13093,5541,4038,4390,14237
180,3114,6310,9648,17161,453,5059,8109,15011,5021,2386,4876,4539,6997,5061,9560,11811,1907,5884,11708,2352
181,7057,2179,12179,4604,4517,15513,5978,4790,15234,2913,6937,8895,1692,4813,2962,9064,14038,6182,2203,1719
182,1077,11560,8816,5864,6854,12752,18305,15238,15167,14230,17994,4918,15679,13747,18126,12219,17247,16377,13012,8437
183,5144,1866,2826,57,3860,6384,408,2501,950,14604,4006,12881,769,5169,5154,1929,5823,7827,13324,10234
184,818,11190,5149,1947,10978,11120,11231,1332,14294,4597,431,741,11605,4215,10412,7667,5116,1788,14011,5231
