제목,원제,개봉일,스트리밍,대여,평점,장르,재생 시간,감독,출연진,시놉시스,이미지,구매
우견아랑,阿郎的故事,(1989),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,540', 'HD']), ('Naver Store', ['₩1,540', 'HD'])]","['77%', '7.3 (1k)']",['드라마'],['1시간 35분'],['Johnnie To'],"['Chow Yun-Fat', 'Sylvia Chang', 'Wong Kwan-Yuen', 'Ng Man-tat', 'Wong Tin-lam', 'Alan Yu Ga-Lun', 'Tam Sin-Hung', 'Joe Chu Kai-Sang', 'Sze Kai-Keung', 'Tsui Oi-Sam']",전직 모터싸이클 경주선수였던 아랑은 10살 된 아들 포키와 함께 가난하나마 즐겁게 살아간다. 어느 날 아랑의 친구 교룡이 포키를 CF모델 선발대회에 데려갔다가 10년 전 아랑과 헤어져 미국으로 이민갔던 포포를 만난다. 포키는 대회에서 모델로 선발되고 아랑은 계약을 하러 갔다가 포포를 만난다.,https://images.justwatch.com/poster/27251353/s276/ugyeonarang.webp,
매트릭스,The Matrix,(1999),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,320', 'HD'])]","['94%', '8.7 (1m)']","['SF , 액션']",['2시간 16분'],"['Lana Wachowski , Lilly Wachowski']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Joe Pantoliano', 'Gloria Foster', 'Marcus Chong', 'Paul Goddard', 'Robert Taylor', 'Julian Arahanga', 'Belinda McClory', 'Anthony Ray Parker', 'Matt Doran', 'Ada Nicodemou', 'David Aston', 'Marc Aden Gray', 'Deni Gordon', 'Rowan Witt', 'Eleanor Witt', 'Janaya Pender', 'Adryn White', 'Natalie Tjen', 'Bill Young', ""David O'Connor"", 'Jeremy Ball', 'Fiona Johnson', 'Harry Lawrence', 'Steve Dodd', 'Luke Quinton', 'Lawrence Woodward', 'Michael Butcher', 'Bernard Ledger', 'Chris Pattinson', 'Robert Simper', 'Nigel Harbach', 'Rana Morrison', 'Tamara Brown']","인간의 기억마저 AI에 의해 입력되고 삭제되는 세상, 진짜보다 더 진짜 같은 가상 현실 매트릭스. 그 속에서 진정한 현실을 인식할 수 없게 재배되는 인간들. 그 매트릭스를 빠져 나오면서 AI에게 가장 위험한 인물이 된 모피어스는 몇 안 되는 동료들과 함께 기계와의 전쟁 전후의의 폐허를 떠돌며 인류를 구할 마지막 영웅을 찾아 헤맨다. 마침내 모피어스는 낮에는 평범한 회사원 앤더슨으로, 밤에는 해커로 활동하는 청년 네오를 그로 지목한다. 모피어스의 지시대로 그를 만나게 된 네오는 두개의 알약 중 하나를 고르는 선택을 하게 되는데...",https://images.justwatch.com/poster/8668147/s276/the-matrix.webp,"[('wavve', ['₩4,950', 'HD'])]"
스파이더맨,Spider-Man,(2002),"[('Netflix', ['정액제', 'HD']), ('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,300', 'HD']), ('Naver Store', ['₩1,300', 'HD'])]","['84%', '7.3 (749k)']","['판타지 , 로맨스 , 액션 , 드라마 , SF']",['2시간 1분'],['Sam Raimi'],"['Tobey Maguire', 'Willem Dafoe', 'Kirsten Dunst', 'James Franco', 'Rosemary Harris', 'J.K. Simmons', 'Cliff Robertson', 'Gerry Becker', 'Bill Nunn', 'Jack Betts', 'Stanley Anderson', 'Ron Perkins', 'Joe Manganiello', 'Michael Papajohn', 'K. K. Dodds', 'Ted Raimi', 'Bruce Campbell', 'Elizabeth Banks', 'John Paxton', 'Tim DeZarn', 'Taylor Gilbert', 'Randy Poffo', 'Larry Joshua', 'Timothy Patrick Quill', 'Lisa Danielle', 'Natalie T. Yeo', 'Erica D. Porter', 'Kristen Davidson', 'Jason Padgett', 'Shan Omar Huey', 'Sally Levi', 'Evan Arnold', 'Jill Sayre', 'Jim Ward', 'David Holcomb', 'Octavia Spencer', 'Brad Grunberg', 'Shane Habberstad', 'Deborah Wakeham', 'Rachael Bruce', 'Mackenzie Bryce', 'Julia Barrie', 'Macy Gray', 'Myk Watford', 'Bill Calvert', 'Sylva Kelegian', 'Kristen Marie Holly', 'Ajay Mehta', 'Peter Appel', 'Scott Spiegel', 'Matt Smith', 'Sara Ramirez', 'Lucy Lawless', 'Jayce Bartok', 'Maribel González', 'Amy Bouril', ""Joseph D'Onofrio"", 'Jim Norton', 'Corey Mendell Parker', 'Ashley Edner', 'William Joseph Firth', 'Alex Black', 'Joe Virzi', 'Michael Edward Thomas', 'Jeanie Fox', 'Robert Kerman', 'Stan Lee', 'Una Damon', 'Rick Avery', 'Peter Aylward', 'Jillian Clare', 'Chris Coppola', 'Jesse Heiman', 'Leroy Patterson', 'Benny Urquidez', 'Scott L. Schwartz', 'Jophery C. Brown', 'Brian J. Williams', 'Mark De Alessandro', 'Tia Dionne Hodge', 'Loren Janes', 'Andray Johnson', 'Martin Pfefferkorn', 'Tammi Sutton', 'Lindsay Thompson', 'Sean Valla', 'Philip Ng', 'Pete Macnamara', 'Joy Michelle Moore', 'Al Goto']","평범하고 내성적인 고등학생 피터 파커는 우연히 방사능에 감염된 거미에 물린다.그 후, 피터는 손에서 거미줄이 튀어 나오고 벽을 기어 오를 수 있는 거미와 같은 능력을 갖게 된다. 다가오는 위험을 본능적으로 감지하는 초감각과 엄청난 파워를 소유하게 된 것이다. 피터는 짝사랑하던 메리 제인의 관심을 끌기 위해 멋진 스포츠카를 구입하는데 초능력을 처음 사용한다. 그러다 사랑하는 벤 아저씨의 죽음을 계기로 그 힘을 악의 세력에 대항하는데 쓰기로 결심한다. 한편 피터의 절친 해리 오스본의 아버지인 노만은 실험 도중 가스에 중독되어 악의 화신 그린 고블린으로 변하는데...",https://images.justwatch.com/poster/184978760/s276/spider-man.webp,"[('Naver Store', ['₩5,000', 'HD']), ('wavve', ['₩5,500', 'HD'])]"
매트릭스 2: 리로디드,The Matrix Reloaded,(2003),"[('wavve', ['정액제', 'HD'])]","[('Naver Store', ['₩1,300', 'HD']), ('wavve', ['₩1,320', 'HD'])]","['81%', '7.2 (554k)']","['스릴러 , 액션 , SF']",['2시간 18분'],"['Lana Wachowski , Lilly Wachowski']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Jada Pinkett Smith', 'Gloria Foster', 'Harold Perrineau', 'Monica Bellucci', 'Harry Lennix', 'Lambert Wilson', 'Randall Duk Kim', 'Nona Gaye', 'Anthony Zerbe', 'Daniel Bernhardt', 'Helmut Bakaitis', 'David Kilde', 'Matt McColm', 'Collin Chou', 'Neil Rayment', 'Adrian Rayment', 'Don Battee', 'Valerie Berry', 'Steve Bastoni', 'Ian Bliss', 'Liliana Bogatko', 'Michael Budd', 'Stoney Burke', 'Kelly Butler', 'Josephine Byrnes', 'Noris Campos', 'Paul Cotter', 'Marlene Cummins', 'Attila Davidhazy', 'Essie Davis', 'Terrell Dixon', 'Nash Edgerton', 'David Franklin', 'Daryl Heath', 'Roy Jones Jr.', 'Austin Galuppo', 'Malcolm Kennard', 'Christopher Kirby', 'Peter Lamb', 'Nathaniel Lees', 'Tony Lynch', 'Robert Mammone', 'Joshua Mbakwe', 'Chris Mitchell', 'Steve Morris', 'Tory Mussett', 'Rene Naufahu', 'Robyn Nevin', 'David William No', ""Genevieve O'Reilly"", 'Socratis Otto', 'Montaño Rain', 'Rupert Reid', 'Cornel West', 'David Roberts', 'Shane C. Rodrigo', 'Nick Scoggin', 'Kevin Scott', 'Tahei Simpson', 'Frankie Stevens', 'Nicandro Thomas', 'Gina Torres', 'Andrew Valli', 'Andy Arness', 'Steve Vella', 'John Walton', 'Clayton Watson', 'Leigh Whannell', 'Bernard White', 'Scott McLean', 'Anthony Brandon Wong', 'Ray Anthony', 'Rick Shuster', 'Tiger Hu Chen', 'Marcus Young', 'Christine Anu']","시온이 컴퓨터 군단에게 장악될 위기에 처하면서, 네오는 자신의 능력에 대한 더 큰 통제력을 갖게 된다. 이제 몇 시간 후면 지구상에 남은 인류 최후의 보루인 시온이 인간 말살을 목적으로 프로그래밍 된 센티넬 무리에 의해 짓밟히게 될 터. 그러나 시온의 시민들은 오라클의 예언이 이루어져 전쟁이 끝날 것이라는 모피어스의 신념에 용기를 얻고, 네오에게 모든 희망과 기대를 걸어보기로 한다. 서로에 대한 사랑의 힘으로, 스스로에 대한 믿음으로 용기를 얻은 네오와 트리니티는 모피어스와 함께 인간을 억압하고 착취하는 시스템에 맞서기 위해 매트릭스로 돌아간다.",https://images.justwatch.com/poster/8721612/s276/the-matrix-reloaded.webp,"[('wavve', ['₩4,950', 'HD']), ('Naver Store', ['₩4,950', 'HD'])]"
스파이더맨 2,Spider-Man 2,(2004),"[('Netflix', ['정액제', 'HD']), ('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,300', 'HD']), ('Naver Store', ['₩1,300', 'HD'])]","['83%', '7.3 (595k)']","['판타지 , 액션 , 드라마 , SF']",['2시간 25분'],['Sam Raimi'],"['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Alfred Molina', 'Rosemary Harris', 'J.K. Simmons', 'Donna Murphy', 'Dylan Baker', 'Daniel Gillies', 'Bill Nunn', 'Vanessa Ferlito', 'Aasif Mandvi', 'Willem Dafoe', 'Cliff Robertson', 'Ted Raimi', 'Elizabeth Banks', 'Bruce Campbell', 'Gregg Edelman', 'Elya Baskin', 'Mageina Tovah', 'Daniel Dae Kim', 'Joel McHale', 'Kelly Connell', 'Jason Fiore-Ortiz', 'Andy Bale', 'Christine Estabrook', 'Hal Sparks', 'Stan Lee', 'Brent Briscoe', 'Emily Deschanel', 'Scott Spiegel', 'Molly Cheek', 'John Paxton', 'Joy Bryant', 'Joanne Baron', 'Peter McRobbie', 'Timothy Jerome', 'Taylor Gilbert', 'Peter Vouras', 'Donnell Rawlings', 'Zachry Rogers', 'Ella Rogers', 'Louis Lombardi', 'Marc John Jefferies', 'Roshon Fegan', 'Brendan Patrick Connor', 'Reed Diamond', 'Dan Callahan', 'Elyse Dinh', 'John Landis', 'Tim Storms', 'Susie Park', 'Tricia Peters', 'Michael Edward Thomas', 'Anne Betancourt', 'Venus Lam', 'Bill E. Rogers', 'Joe Virzi', 'Tom Carey', 'Brianna Brown', 'Bill Calvert', 'Tony Campisi', 'Joey Diaz', 'Chloe Dykstra', 'Simone Gordon', 'Dan Hicks', 'Julia Max', 'Savannah Pope', 'Timothy Patrick Quill', 'Jill Sayre', 'Rickey G. Williams', 'Michael Arthur', 'Frank Bonsangue', 'Cindy Cheung', 'Phil LaMarr', 'Calvin Dean', 'Andre M. Johnson', 'Peter Cincotti', 'Peyton List', 'Spencer List', 'Troy Metcalf', 'Scott Ross', 'Bonnie Somerville', 'Wesley Volcy', 'Lou Volpe', 'Garrett Warren', 'miles miller']","우연한 사고로 특별한 능력을 갖게된 피터 파커는 대학생과 슈퍼 히어로의 신분을 오가며 짜릿한 생활을 하지만 사랑 하는 메리 제인에게조차 자신의 마음을 열 수 없는 현실은 그들을 안타까운 로맨스로 이끈다. 한편 스파이더맨에게 아버지를 잃고 복수심에 불타는 피터의 친구 해리가 연구 중 폭발로 기계촉수와 엄청난 파워를 갖게된 닥터 옥토퍼스에게 뿌리치지 못할 제안을 하면서 도시 전체가 걷잡을 수 없는 위험에 휘말리게 되고, 스파이더맨의 운명은 점차 예측불가능한 상황으로 전개되는데...",https://images.justwatch.com/poster/112800398/s276/spider-man-2.webp,"[('Naver Store', ['₩5,000', 'HD']), ('wavve', ['₩5,500', 'HD'])]"
매트릭스 3: 레볼루션,The Matrix Revolutions,(2003),"[('wavve', ['정액제', 'HD'])]","[('Naver Store', ['₩1,300', 'HD']), ('wavve', ['₩1,320', 'HD'])]","['77%', '6.8 (478k)']","['스릴러 , SF , 액션']",['2시간 9분'],"['Lilly Wachowski , Lana Wachowski']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Harold Perrineau', 'Jada Pinkett Smith', 'Mary Alice', 'Harry Lennix', 'Helmut Bakaitis', 'Lambert Wilson', 'Roy Jones Jr.', 'Randall Duk Kim', 'Gina Torres', 'Collin Chou', 'Cornel West', 'Nona Gaye', 'Monica Bellucci', 'Essie Davis', 'Maurice Morgan', 'Bernard White', 'Ian Bliss', 'Bruce Spence', 'David Roberts', 'Kate Beahan', 'Clayton Watson', 'Francine Bell', 'Rachel Blackman', ""Genevieve O'Reilly"", 'Anthony Brandon Wong', 'Anthony Zerbe', 'Rene Naufahu', 'Rupert Reid', 'Kevin Michael Richardson', 'David Bowers', 'Rick Shuster']","진실을 찾는 여정에 한 걸음 더 접근하게 된 네오. 그러나 그 와중에 능력을 소진하고 매트릭스와 현실세계의 중간계를 떠돌게 된다. 한편 기계들이 인간말살을 목적으로 인류 최후의 보루 시온으로 침공해오자 인간들은 인류의 미래를 지키기 위해 필사적인 전투를 벌인다. 그러나 베인의 몸 속에 침투한 에이전트 스미스가 본 모습을 드러내면서 네오에게는 예기치 못한 변수가 생긴다. 매 순간 세력이 커져가면서 기계들의 통제권까지 벗어난 스미스는 현실 세계와 매트릭스는 물론 기계도시까지 말살할 야욕을 불태우고, 오라클은 네오에게 마지막 조언을 건네는데...",https://images.justwatch.com/poster/8721870/s276/maeteurigseu-3-rebolrusyeon.webp,"[('wavve', ['₩4,950', 'HD']), ('Naver Store', ['₩4,950', 'HD'])]"
쇼생크 탈출,The Shawshank Redemption,(1994),"[('Netflix', ['정액제', 'HD']), ('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('Naver Store', ['₩1,300', 'HD']), ('wavve', ['₩1,320', 'HD'])]","['98%', '9.3 (2m)']",['드라마'],['2시간 23분'],['Frank Darabont'],"['Tim Robbins', 'Morgan Freeman', 'Bob Gunton', 'William Sadler', 'Clancy Brown', 'Gil Bellows', 'Mark Rolston', 'James Whitmore', 'Jeffrey DeMunn', 'Larry Brandenburg', 'Neil Giuntoli', 'Brian Libby', 'David Proval', 'Joseph Ragno', 'Jude Ciccolella', 'Paul McCrane', 'Renee Blaine', 'Scott Mann', 'John Horton', 'Gordon Greene', 'Alfonso Freeman', 'V.J. Foster', 'John E. Summers', 'Frank Medrano', 'Mack Miles', 'Alan R. Kessler', 'Morgan Lund', 'Cornell Wallace', 'Gary Lee Davis', 'Neil Summers', 'Ned Bellamy', 'Joe Pecoraro', 'Harold E. Cope Jr.', 'Brian Delate', 'Don McManus', 'Donald Zinn', 'Dorothy Silver', 'Robert Haley', 'Dana Snyder', 'John D. Craig', 'Ken Magee', 'Eugene C. DePasquale', 'Bill Bolender', 'Ron Newell', 'John R. Woodward', 'Chuck Brauchler', 'Dion Anderson', 'Claire Slemmer', 'James Kisicki', 'Rohn Thomas', 'Charlie Kearns', 'Rob Reider', 'Brian Brophy', 'Paul Kennedy', 'James Babson', 'Dennis Baker', 'Fred Culbertson', 'Richard Doone', 'Alonzo F. Jones', 'Sergio Kato', 'Gary A. Jones']","촉망받는 은행 간부 앤디 듀프레인은 아내와 그녀의 정부를 살해했다는 누명을 쓴다. 주변의 증언과 살해 현장의 그럴듯한 증거들로 그는 종신형을 선고받고 악질범들만 수용한다는 지옥같은 교도소 쇼생크로 향한다. 인간 말종 쓰레기들만 모인 그곳에서 그는 이루 말할 수 없는 억압과 짐승보다 못한 취급을 당한다. 그러던 어느 날, 간수의 세금을 면제받게 해 준 덕분에 그는 일약 교도소의 비공식 회계사로 일하게 된다. 그 와중에 교도소 소장은 죄수들을 이리저리 부리면서 검은 돈을 긁어 모으고 앤디는 이 돈을 세탁하여 불려주면서 그의 돈을 관리하는데...",https://images.justwatch.com/poster/252898991/s276/syosaengkeu-talcul.webp,"[('wavve', ['₩4,950', 'HD']), ('Naver Store', ['₩4,950', 'HD'])]"
해리 포터와 마법사의 돌,Harry Potter and the Philosopher's Stone,(2001),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('Naver Store', ['₩1,300', 'HD']), ('wavve', ['₩1,320', 'HD'])]","['87%', '7.6 (718k)']","['판타지 , 액션 , 가족']",['2시간 33분'],['Chris Columbus'],"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Richard Harris', 'Tom Felton', 'Alan Rickman', 'Robbie Coltrane', 'Maggie Smith', 'Richard Griffiths', 'Ian Hart', 'Fiona Shaw', 'John Hurt', 'David Bradley', 'Matthew Lewis', 'Sean Biggerstaff', 'Warwick Davis', 'Harry Melling', 'James Phelps', 'Oliver Phelps', 'John Cleese', 'Chris Rankin', 'Alfred Enoch', 'Devon Murray', 'Jamie Waylett', 'Josh Herdman', 'Zoë Wanamaker', 'Julie Walters', 'Bonnie Wright', 'Luke Youngblood', 'Verne Troyer', 'Adrian Rawlins', 'Geraldine Somerville', 'Elizabeth Spriggs', 'Richard Bremmer', 'Nina Young', 'Terence Bayler', 'Harry Taylor', 'Jean Southern', 'Leslie Phillips', 'Simon Fisher-Becker', 'Derek Deadman', 'Ray Fearon', 'Eleanor Columbus', 'Ben Borowiecki', 'Danielle Tabor', 'Leilah Sutherland', 'Emily Dale', 'Will Theakston', 'Scot Fearn', 'Saunders Triplets', 'Kieri Kennedy', 'Leila Hoffman', 'Julianne Hough', 'Zoe Sugg', 'Jimmy Vee', 'Derek Hough', 'Dani Harmer']","해리 포터는 위압적인 버논 숙부와 냉담한 이모 페투니아, 욕심 많고 버릇없는 사촌 더즐리 밑에서 갖은 구박을 견디며 계단 밑 벽장에서 생활한다. 이모네 식구들 역시 해리와의 동거가 불편하기는 마찬가지. 이모 페투니아에겐 해리가 이상한 언니 부부에 관한 기억을 떠올리게 만드는 달갑지 않은 존재다. 11살 생일이 며칠 앞으로 다가왔지만 한번도 생일파티를 치르거나 제대로 된 생일선물을 받아 본 적이 없는 해리로서는 특별히 신날 것도 기대 할 것도 없다. 11살 생일을 며칠 앞둔 어느 날 해리에게 초록색 잉크로 쓰여진 한 통의 편지가 배달된다. 그 편지의 내용은 다름 아닌 해리의 11살 생일을 맞이하여 호그와트에서 보낸 입학 초대장이었다. 그리고 해리의 생일을 축하하러 온 거인 해그리드는 해리가 모르고 있었던 해리의 진정한 정체를 알려주는데...",https://images.justwatch.com/poster/251148303/s276/harry-potter-and-the-philosophers-stone.webp,"[('Naver Store', ['₩4,950', 'HD']), ('wavve', ['₩10,890', 'HD'])]"
노트북,The Notebook,(2004),"[('Netflix', ['정액제', 'HD'])]","[('Naver Store', ['₩1,300', 'HD']), ('wavve', ['₩1,320', 'HD'])]","['87%', '7.8 (546k)']","['드라마 , 로맨스']",['2시간 3분'],['Nick Cassavetes'],"['Rachel McAdams', 'Ryan Gosling', 'Gena Rowlands', 'James Garner', 'Sam Shepard', 'Joan Allen', 'James Marsden', 'David Thornton', 'Kevin Connolly', 'Starletta DuPois', 'Ed Grady', 'Jennifer Echols', 'Heather Wahlquist', 'Jonathan Parks Jordan', 'Cullen Moss', 'Traci Dinwiddie', 'James Middleton', 'Peter Rosenfeld', 'Obba Babatundé', 'Chuck Pacheco', 'Todd Lewis', 'Mark Johnson', 'Robert Fraisse', 'Barbara Weetman', 'Jamie Anne Allman', 'Rebecca Koon', 'Deborah Hobart', 'Sylvia Jefferies', 'Mark Garner', 'Scott Ritenour', 'Milton Buras', 'Elizabeth Bond', 'Matthew Barry', 'Nancy De Mayo', 'David Abrams', 'Taylor Engel', 'Bob Forrest', 'Paul Johansson', 'Bruce Williamson']","17살, 노아는 밝고 순수한 앨리를 보고 첫눈에 반한다. 빠른 속도로 서로에게 빠져드는 둘. 그러나 이들 앞에 놓인 장벽에 막혀 이별하게 된다. 24살, 앨리는 우연히 신문에서 노아의 소식을 접하고 잊을 수 없는 첫사랑 앞에서 다시 한 번 선택의 기로에 서게 되는데…",https://images.justwatch.com/poster/188939820/s276/the-notebook.webp,"[('wavve', ['₩4,950', 'HD']), ('Naver Store', ['₩4,950', 'HD'])]"
반지의 제왕: 반지 원정대,The Lord of the Rings: The Fellowship of the Ring,(2001),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('Naver Store', ['₩1,300', 'HD']), ('wavve', ['₩1,320', 'HD'])]","['95%', '8.8 (1m)']","['판타지 , 액션 , 드라마']",['3시간 28분'],['Peter Jackson'],"['Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Sean Bean', 'Sean Astin', 'Cate Blanchett', 'John Rhys-Davies', 'Billy Boyd', 'Dominic Monaghan', 'Orlando Bloom', 'Christopher Lee', 'Hugo Weaving', 'Ian Holm', 'Andy Serkis', 'Marton Csokas', 'Craig Parker', 'Lawrence Makoare', 'Alan Howard', 'Noel Appleby', 'Sala Baker', 'Megan Edwards', 'Michael Elsworth', 'Mark Ferguson', 'Brent McIntyre', 'Peter McKenzie', 'Sarah McLeod', 'Ian Mune', 'Cameron Rhodes', 'Martyn Sanderson', 'Harry Sinclair', 'David Weatherley', 'Victoria Beynon-Cole', 'Lee Hartley', 'Sam La Hood', 'Chris Streeter', 'Semi Kuresa', 'Clinton Ulyatt', 'Paul Bryson', 'Lance Fabian Kemp', 'Jono Manks', 'Ben Price', 'Phil Grieve', 'Billy Jackson', 'Katie Jackson', 'Peter Corrigan', 'Lori Dungey', 'Norman Forsey', 'William Johnson', 'Elizabeth Moody', 'Brian Sergent', 'Thomas McGinty', ""Kate O'Rourke"", 'Gino Acevedo', 'Betty Adams', 'Daniel Andrews', 'Timothy Bartlett', 'Jarl Benzon', 'Jørn Benzon', 'Lynden Berrymen', 'Bob Blackwell', 'Ben Britton', 'Jed Brophy', 'Riley Brophy', 'Ryan Carey', 'Norman Cates', 'Rachel Clentworth', 'Randall William Cook', 'Sabine Crossen', 'Tack Daniel', 'Peter Daube', 'Mana Hira Davis', 'Shane Dawson', 'Branko Dordevich', 'Siaosi Fonua', 'Kester Fordham', 'Xander Forterie', 'Ben Fransham', 'Phoebe Gittins', 'Warren Green', 'Winham Hammond', 'Jonathan Harding', 'Zo Hartley', 'Taea Hartwell', 'Ray Henwood', 'David Houma', 'Lani Jackson', 'Peter Jackson', 'Ralph Johnson', 'Stu Johnson', 'Tim Kano', 'Sam Kelly', 'Jeff Kingsford-Brown', 'Greg Lane', 'Alan Lee', 'Sacha Lee', 'Peter Lyon', 'Marta Martí', 'Sharon Maxwell', 'Richard Maybery', 'Bret McKenzie', 'Tim McLachlan', 'Dean Morganty', 'Greg Morrison', 'Blair Morton', 'Andrew Munro', 'David J. Muzzerall', 'Shane Rangi', 'Larry Rew', 'Grant Roa', 'Thomas Robins', 'Vincent Roxburgh', 'Chris Ryan', 'Paul Shapcott', 'Samuel E. Shore', 'Mike Stearne', 'Andrew Stehlin', 'Ken Stratton', 'Jo Surgison', 'Tim Wong', 'Robert Young']","호빗이라 불리우는 난장이 종족 중의 한 명인 프로도는 자신의 삼촌에게서 우연히 절대 반지를 물려받게 되고, 마법사 간달프를 통해서 절대반지가 사우론의 손에 들어가면 악의 세력이 세상을 지배하게 된다는 것을 알게 된다. 하지만 절대반지를 영원히 파괴할 수 있는 유일한 방법은 반지가 만들어진 불의 산의 용암에 그것을 던져 넣는 길 뿐이다. 마침내 프로도와 그의 친구들, 엘프족인 레골라스, 난장이족 김리, 두명의 인간 전사 아라곤과 보로미르, 그리고 마법사 간달프로 구성된 반지 원정대가 길고도 험난한 여정을 떠나게 되는데...",https://images.justwatch.com/poster/113609577/s276/banjiyi-jewang-banji-weonjeongdae.webp,"[('wavve', ['₩4,950', 'HD']), ('Naver Store', ['₩4,950', 'HD'])]"
멀홀랜드 드라이브,Mulholland Drive,(2001),,"[('wavve', ['₩1,000', 'HD'])]","['85%', '7.9 (339k)']","['스릴러 , 드라마 , Made in Europe']",['2시간 27분'],['David Lynch'],"['Naomi Watts', 'Laura Harring', 'Justin Theroux', 'Ann Miller', 'Robert Forster', 'Mark Pellegrino', 'Brent Briscoe', 'Dan Hedaya', 'Angelo Badalamenti', 'Monty Montgomery', 'Lee Grant', 'James Karen', 'Chad Everett', 'Richard Green', 'Rebekah Del Rio', 'Melissa George', 'Jeanne Bates', 'Dan Birnbaum', 'Lori Heuring', 'Marcus Graham', 'Michael J. Anderson', 'Patrick Fischler', 'Michael Cooke', 'Bonnie Aarons', 'Geno Silva', 'Billy Ray Cyrus', 'Vincent Castellanos', 'Wayne Grace', 'Rita Taggart', 'Michele Hicks', 'Lisa Lackey', 'Tad Horino', 'Missy Crider', 'Kate Forster', 'Tony Longo', 'Michael Fairman', 'Scott Coffey', 'Rena Riffel', 'Katharine Towne', 'Michael Des Barres', 'Robert Katims', 'Randall Wulff', 'Maya Bond', 'Joseph Kearney', 'Enrique Buelna', 'Richard Mead', 'Daniel Rey', 'David Schroeder', 'Tom Morris', 'Mo Gallini', 'Diane Nelson', 'Charles Croughwell', 'Lisa K. Ferguson', 'William Ostrander', 'Brian Beacock', 'Blake Lindsley', 'Adrien Curry', 'Tyrah M. Lindsey', 'Michael D. Weatherred', 'Johanna Stein', 'Conte Candoli', 'Cori Glazer', 'Lyssie Powell', 'Kimberly Clever', 'Joshua Collazo', 'David Frutos', 'Peter Loggins', 'Theresa Salazar', 'Thea Samuels', 'Christian Thompson', 'Sean Everett']",헐리웃 스타의 꿈을 안고 LA에 온 베티(나오미 왓츠)는 멀홀랜드 드라이브에서 일어난 자동차 사고로 이름조차 기억하지 못하는 리타(로라 해링)를 만나 그녀가 기억을 되찾을 수 있도록 도와준다. 베티의 적극적인 도움으로 단서를 찾아가던 리타는 한 카페의 여종업원 명찰에서 다이안이라는 이름을 보고 어떤 것을 떠올리게 된다. 베티는 이 이름이 분명 리타와 관계된 사람의 이름일 것이라 말하며 다이안이라는 인물을 찾기 시작한다. 마침내 다이안의 집을 찾아간 두 여인. 그러나 그들은 곧 상상을 초월하는 끔찍한 비밀을 발견하게 되는데...,https://images.justwatch.com/poster/244267369/s276/meolholraendeu-deuraibeu.webp,
"장화, 홍련",,(2003),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩2,750', 'HD'])]","['79%', '7.2 (60k)']","['드라마 , 공포 , 스릴러']",['1시간 55분'],['Kim Jee-woon'],"['Im Soo-jung', 'Moon Geun-young', 'Yum Jung-ah', 'Kim Gab-soo', 'Park Mi-hyeon', 'Lee Seung-bi', 'Woo Ki-Hong', 'Lee Dae-yeon']","인적이 드문 시골, 이름 모를 들꽃들이 소담하게 피어 있는 신작로 끝에 일본식 목재 가옥이 홀로 서 있다. 낮이면 피아노 소리가 들려 올 듯 아름다운 그 집은 그러나,어둠이 내리면 귀기 서린 음산함을 뿜기 시작한다. 예사롭지 않은 기운이 서려 있는 이 집에서 어른도 아이도 아닌 아름다운 두자매. 수미.수연이, 아름답지만 신경이 예민한 새엄마와 함께 살게 된 그날. 그 가족의 괴담이 시작된다.",https://images.justwatch.com/poster/195293184/s276/a-tale-of-two-sisters.webp,"[('wavve', ['₩7,150', 'HD'])]"
