제목,원제,개봉일,스트리밍,대여,평점,장르,재생 시간,감독,출연진,시놉시스,이미지,구매
폭소 기마 특공대,Dudley Do-Right,(1999),,"[('Naver Store', ['₩1,200', 'HD'])]","['46%', '3.9 (10k)']","['코미디 , 가족 , 로맨스']",['1시간 17분'],['Hugh Wilson'],"['Brendan Fraser', 'Sarah Jessica Parker', 'Alfred Molina', 'Eric Idle', 'Robert Prosky', 'Alex Rocco', 'Jack Kehler', 'Louis Mustillo', 'Don Yesso', 'Jed Rees', 'Brant von Hoffman', 'Corey Burton', 'Dyllan Christopher', 'Ashley Yarman', 'Jeremy Bergman', 'Douglas Newell', 'Haig Sutherland', 'Michael McCarty', 'Nicole Robert', 'Rondel Reynoldson', 'Rick Poltaruk', 'Kevin Blatch', 'Regis Philbin', 'Kathie Lee Gifford', 'Ernie Grunwald', 'Jennifer Clement', 'Brian Arnold', 'Eric Breker', 'Robert Saunders', 'C. Ernst Harth', 'Gerard Plunkett', 'Brent Butt', 'John Destry', 'David Fredericks', 'William MacDonald', 'Oscar Goncalves', 'Jessica Schreier', 'Kevin Mundy', 'Art Irizawa', 'Bryan Anthony', 'Adrian Armas', 'Linda Bernath', 'Jeffrey Broadhurst', 'Kelsey Chace', 'Michael Chambers', 'Anne Fletcher', 'Scott Fowler', 'Leigh Hilary', 'Erik Hyler', 'Lance MacDonald', 'Jocelyn Peden', 'Lisa Ratzin', 'Artine Brown', 'Robin Mossley', 'Tony Willett', 'Michal Suchánek']",캐나다 록키 산맥의 작은 마을 세니 해피에 사는 더들리(Dudley Do-Right: 브랜든 프레이저 분)는 그가 자신만큼 아끼는 말과 함께 생활하는 선량한 기마산악경찰이다. 어린 시절부터 라이벌 관계였던 스나이들리(Snidely Whiplash: 알프레드 몰리나 분)는 더들리의 여자친구 넬(Nell Fenwick: 사라 제시카 파커 분)을 호시탐탐 노리는 나쁜 악당. 스나이들리는 악당 패거리와 금을 훔치러 은행을 털러 가지만 현금만 얻어온다. 다른 악당들은 영문을 모르지만. 이 모든 것은 그가 다 계획한 것. 그는 철저한 계획속에 사악한 꿈을 펼쳐가지만 그걸 알아채는 사람은 아무도 없다. 스나이들리는 물 속에 금을 뿌려놓고 그의 계획을 하나 하나 진행하는데 더들리가 조금씩 눈치를 채기 시작한다. 스나이들리는 더들리를 그곳에 접근하지 못하도록 흡혈귀가 그곳에 산다고 거짓말을 하고 순진한 더들리는 그말을 철썩같이 밑으며 더 이상 의심을 하지 않는다. 다음날 스나이들리는 은행장을 협박하여 동네에 모든 저당권에 대한 권리를 위임받는다. 모든 것을 자기 소유로 만든 스나이들리는 마을의 이름조차 자신의 이름을 딴 윕프리쉬로 바꾼다. 그리고 물 속에 뿌려둔 금을 이용해 킴(Prospector Kim Jay Darling: 에릭 아이들 분)을 TV에 출연시킨 후 다른 지역의 사람들이 금을 찾으러 마을로 오게끔 만들어 부를 축적하고자 한다. 한편 동네에 출현한 흡혈귀 얘기를 굳게 믿고 있는 더들리는 자신이 사랑하는 여인 넬이 찾아와도 그녀를 흡혈귀로 의심을 하다가 흡혈귀가 아님을 확인한 후 인디언 축제를 구경간다.,https://images.justwatch.com/poster/47363235/s276/dudley-do-right.webp,"[('Naver Store', ['₩5,000', 'HD'])]"
용병 이반,,(1997),,"[('wavve', ['₩1,200', 'HD'])]",[],[],['1시간 44분'],['Lee Hyun-seok'],[''],한국인 출신 용병 이반(박상원)은 은퇴한 뒤 러시아에 체류하고 있다. 그는 차이코프스키 음악원에 다니고 있는 한국인 소녀 지혜(김지혜)의 보디가드를 맡게 된다. 그녀를 사랑하게 되지만 지혜 아버지의 반대로 둘은 헤어지게 되고 그 후 지혜는 마피아에게 납치를 당하는 불행을 겪게 된다. 이반은 혼자서 러시아 마피아와의 전쟁을 시작하고 지혜를 구출하는데 성공한다. 풀려난 지혜가 음악계로 다시 복귀하여 성공리에 공연을 마칠 무렵 지혜의 공연장을 돌아나가는 이반을 경찰차가 둘러싼다. (임재원),,
형사 가제트 2,Inspector Gadget 2,(2003),"[('Disney Plus', ['정액제', 'HD'])]",,['47%'],['코미디'],['1시간 29분'],['Alex Zamm'],"['French Stewart', 'Elaine Hendrix', 'Tony Martin', 'Caitlin Wachs', 'Mark Mitchell', 'Sigrid Thornton', 'Bruce Spence', 'Alethea McGrath', 'John Batchelor', 'James Wardlaw', 'Nick Lawson', 'Jeff Bennett', 'Todd Levi', 'D. L. Hughley', 'Mungo McKay', 'Mick Roughan', 'Siros Niaros']","범죄율 제로. 최고의 평화와 안전을 자랑하는 도시 리버튼. 이곳에서 범죄와의 전쟁을 위해 언제나 두눈을 부릅뜬 사나이가 있었으니, 그의 이름은 바로 형사 가제트. 오늘도 그는 범죄의 완전소탕을 위해 규정속도를 0.3마일 위반한 할머니를 체포했다가 큄비 반장에게 된통 야단만 맞는다. 얼마 전에도 유통기한이 3일지난 쿠키를 파는 꼬마 소녀들을 구속했다가 망신만 당했다. 그런데 어쩌다가 최고의 형사가 이런 자질구레한 사건이나 처리하는 신세가 되었을까? 그 이유는 바로 가제트 자신에게 있었다. 최고의 악당 클로는 물론이고, 범죄자란 범죄자는 온통 감옥에 집어넣은 까닭에 심각한 범죄는 모조리 사라져 버린 것이다. 그런데! 리버튼 시를 발칵 뒤집어놓는 사건이 발생한다. 클로가 감옥에서 탈출한 것이다. 당장 가제트가 현장에 투입되지만, 사건은 좀처럼 맘먹은대로 풀리지 않는다. 뭐가 문제인지 요새 그의 몸에 부착된 장비들이 제대로 명령을 듣지 않고 말썽만 부리는 까닭이다. 가뜩이나 경찰에서 그의 자리가 위태로운데, 시 당국은 최첨단 로봇 형사 G2를 개발하여 가제트를 찬밥취급한다. 최첨단 칩과 테크놀로지로 무장한 G2는 냉정한 판단력에 날렵한 무술실력, 게다가 늘씬한 미모까지 갖추고서 맡는 사건마다 단번에 해결해버렸다. 클로 사건도 G2 차지가 되었다. G2의 미모에 반한 가제트는 그와 파트너로 일하려 하지만, G2는 어리버리하고 무능해 보이는 그를 동료로 취급하지도 않고, 큄비 반장은 한 술 더 떠서 가제트를 형사직에서 완전히 해고시켜 버린다.",https://images.justwatch.com/poster/164454446/s276/inspector-gadget-2.webp,"[('Naver Store', ['₩5,500', 'HD'])]"
러브,,(1999),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,200', 'HD'])]","['64%', '6.0']","['로맨스 , 드라마']",['1시간 40분'],['Lee Jang-Soo'],"['Jung Woo-sung', 'Ko So-young', 'Park Cheol']","촉망받는 마라토너 명수(정우성)는 마라톤 참가차 미국에 온다. 고된 훈련을 마친 어느 날, 그는 숙소를 이탈하여 사촌형인 브레드(박철)를 찾아간다. 아시안 게임에서 완주하지 못한 후, 35Km 이상을 달리지 못한다는 강박관념에 시달리고 있기 때문이다. 그는 브레드의 세탁소에서 한국인 입양아 제니(고소영)를 만나 사랑을 느낀다. 그러나 제니는 한국과 어머니에 대한 그리움만이 가득하다. 제니와 명수는 함께 마라톤 연습을 하고, 제니는 그녀의 바람대로 어머니와 연락이 닿지만 만날 수 없다는 말만 듣고 만다. 한국에서 제니의 어머니를 만나고 돌아온 브레드로부터 제니는 어머니의 사진을 건네 받고 명수는 마라톤에 출전하는데... 촉망받는 마라토너 명수(정우성)는 마라톤 참가차 미국에 온다. 고된 훈련을 마친 어느 날, 그는 숙소를 이탈하여 사촌형인 브레드(박철)를 찾아간다. 아시안 게임에서 완주하지 못한 후, 35Km 이상을 달리지 못한다는 강박관념에 시달리고 있기 때문이다. 그는 브레드의 세탁소에서 한국인 입양아 제니(고소영)를 만나 사랑을 느낀다. 그러나 제니는 한국과 어머니에 대한 그리움만이 가득하다. 제니와 명수는 함께 마라톤 연습을 하고, 제니는 그녀의 바람대로 어머니와 연락이 닿지만 만날 수 없다는 말만 듣고 만다. 한국에서 제니의 어머니를 만나고 돌아온 브레드로부터 제니는 어머니의 사진을 건네 받고 명수는 마라톤에 출전하는데...",https://images.justwatch.com/poster/242914605/s276/reobeu.webp,
구피 무비 - X게임 대소동,An Extremely Goofy Movie,(2000),"[('Disney Plus', ['정액제', 'HD'])]",,['71%'],"['가족 , 코미디 , 애니메이션']",['1시간 19분'],['Douglas McCarthy'],"['Bill Farmer', 'Jason Marsden', 'Jeff Bennett', 'Jim Cummings', 'Brad Garrett', 'Vicki Lewis', 'Bebe Neuwirth', 'Rob Paulsen', 'Pauly Shore', 'Kath Soucie', 'Jenna von Oy', 'Cree Summer', 'Dakin Matthews', 'Paddi Edwards']","마냥 아이일 것만 같던 아들 맥스가 드디어 대학에 갈 나이가 되었다. 항상 곁에 있던 아들을 크리스마스에나 볼 수 있다고 생각하니 구피는 맥이 빠지고 섭섭하기만 하다. 이와는 반대로 아빠의 잔소리에서 벗어난다는 생각에 마냥 즐거운 맥스. 드디어 스케이트 보더로서의 꿈을 이룰 수 있는 기회가 온 것이다. 집에서나, 직장에서나 오매불망 아들 생각만 하던 구피는 그만 회사에서 큰 실수를 저질러 해고당하고 만다. 그는 새 직장으 구하러 다니지만, 대학졸업장이 없다는 이유로 직장을 구할 수 없게 되자, 맥스가 다니는 대학에 편입해 새 출발을 결심한다. 하지만 마냥 자유로울 것 같던 맥스에게는 이런 아빠의 등장이 즐겁지만은 않다. 한편, 최고의 스케이트보도 경연대회인 'X-게임'에 매년 우승하여 유명한 팀 '감마'의 '브래들리'는 맥스에게 도전장을 내밀고, 구피는 도서관에서 공부를 하다 아름다운 '실비아'를 만나 사랑을 고백하게 된다. 우연히 스케이트보드를 타게된 구피는 빼어난 실력을 발휘해 학교에서 새로운 스타로 발돋움한다. '감마'팀의 브래들리는 구피에게 자신의 팀에 합류하기를 권하고, 아들 맥스는 스케이트보드에 있어서 초보인 구피를 '감마'팀에 입단하라고 권유한다. 'X-게임' 예선전에서 예상밖의 뛰어난 성적을 낸 구피. 이에 반해 겨우 준결승전에 출전할 정도로 가 된 맥스에게 이러한 아빠는 오히려 장애물일 뿐이었다. 힘이 빠진 맥스는 자신의 초라해진 모습을 발견하고, 구피는 자신의 행동이 오히려 아들 맥스와의 거리를 더 멀어지게 하여 속상해 한다. 지상 최고의 스케이트보드 경연대회 'X-게임'. 이를 눈앞에 두고 멀어진 아빠와 아들은 자신의 인생에 있어서 꿈이 무엇인지 발견한다. 즉, 맥스는 최고의 스케이트 보더로서의 꿈과, 구피는 맥스를 위해 공부를 열심히 해 직장을 구하는 것이 그것으로 구피는 '감마' 팀을 탈퇴하기에 이른다.",https://images.justwatch.com/poster/240768225/s276/gupi-mubi-xgeim-daesodong.webp,
스나이퍼 2,Sniper 2,(2002),,"[('Naver Store', ['₩1,300', 'HD'])]",['61%'],"['액션 , Made in Europe']",['1시간 31분'],['Craig R. Baxley'],"['Tom Berenger', 'Bokeem Woodbine', 'Erika Marozsán', 'Tamás Puskás', 'Dan Butler', 'Linden Ashby', 'Barna Illyés', 'Ferenc Kovács', 'Dennis Hayden', 'Can Togay', 'Béla Jáki', 'László Áron', 'Lukács Bicskey']",복무 부적합 판명을 받고 해병대를 제대한 토마스 베켓(톰 베린저). 어느 날 그에게 정보사 사람들이 찾아온다. 그들은 베켓에게 발칸에서 인종 청소 작전을 벌이고 있는 23본부 경호대의 지휘관인 뮬릭 벨스토리아의 저격을 의뢰한다. 그의 저격을 도울 관측병 콜과 함께 벨스토리아가 있는 발칸에 도착한 그들은 그 곳 비밀 요원의 도움으로 무사히 벨스토리아의 저격에 성공한다. 하지만 그곳을 빠져 나오는 과정에서 콜이 붙잡히고 베켓은 그를 구하기 위해 다시 돌아가는데...,https://images.justwatch.com/poster/190152942/s276/sniper-2.webp,"[('Naver Store', ['₩5,000', 'HD'])]"
눈물,,(2001),,"[('wavve', ['₩1,000', 'HD'])]","['60%', '6.2']",['드라마'],['1시간 45분'],['Im Sang-soo'],"['Han Jun', 'Park Geun-yeong', 'Bong Tae-gyu', 'Cho Eun-ji', 'Sung Ji-ru']",가출한 한(한준)은 거친 친구 창(봉태규)을 만난다. 창과 어울려 다니던 한은 우연히 술집에서 일하는 새리(박근영)를 도와준다. 단란주점에서 접대부로 일하는 란(조은지)은 기둥서방인 창에게 모든 것을 준다. 한은 삐끼로 일하면서 새리를 점점 좋아하게 된다. 새리 또한 한에게 조금씩 마음을 열기 시작한다. 그러나 유흥가 밑바닥 삶을 사는 이들에게 사회는 차가울 뿐이다. 술집 지배인 용호의 맘에 들었던 새리는 용호의 마수에 걸려들고 한과 창은 집단 강간 혐의로 경찰에 쫓기는데...,https://images.justwatch.com/poster/193215777/s276/tears.webp,"[('Naver Store', ['₩1,000', 'HD'])]"
가방 속의 여덟 머리,8 Heads in a Duffel Bag,(1997),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,500', 'HD'])]","['58%', '5.4 (10k)']","['범죄 , 코미디']",['1시간 35분'],['Tom Schulman'],"['Joe Pesci', 'Kristy Swanson', 'George Hamilton', 'Dyan Cannon', 'Andy Comeau', 'David Spade', 'Ernestine Mercer', 'Anthony Mangano', 'Joe Basile', 'Frank Roman', 'Howard George', 'Tom Platz', 'Endre Hules', 'Calvin Levels', 'John Zurlo', 'Roger Cobra', 'Jeff Sanders', 'Ric Sarabia', 'Todd Louiso', 'Miguel Pérez']","껄끄러운 일만 도맡아 처리하는 청부 살인업자 토미(Tommy Spinelli: 죠 페씨 분), 그가 이번에 맡은 임무는 청부 살인한 조직원들 8명의 머리를 잘라 의뢰인에게 운반하는 일이다. 그러나 시체 머리를 사소한 물건인양 평범한 가방에 담아 가는 바람에 비행기 옆자리에 앉아있던 찰리(Charlie Pritchett: 앤디 코모 분)와 가방이 바뀌게 되고, 찰리는 이 사실을 모른채 8개의 머리가 든 가방을 들고 애인 로이(Laurie Bennett: 크리스티 스완슨 분)의 부모님과 함께 멕시코 여행길에 오른다. 가방이 바뀐 사실에 경악한 토미는 찰리의 룸메이트인 어니(Ernie Lipscomb: 데이비드 스페이드 분)와 스티브(Steve: 토드 루이소 분)를 찾아가 갖가지 기상천외한 고문을 가하며 찰리의 행방을 추궁하지만, 영문도 모르는 친구들은 토미의 고문에 시달리며 8머리 사건에 휘말리게 된다. 한편, 멋진 여행을 기대하던 찰리 일행은 가방에서 8개의 머리를 발견한 순간부터 한바탕 소동에 휩싸이게 되고, 찰리는 머리를 없애기 위해 갖은 애를 쓰지만 그럴수록 일은 꼬여만 간다. 우여곡절 끝에 찰리와 연락이 닿은 토미. 하지만 찰리로부터 머리 두개를 분실했다는 황당한 소식을 듣는다. 궁여지책 끝에 토미는 찰리의 친구들과 함께 대학병원에 보관되어 있는 냉동 인간의 머리를 잘라 찰리를 만나기 위해 멕시코로 향한다. 그러나 이들 앞에 토미를 의심한 의뢰인의 조직원이 나타나 ?i고 ?i기는 추격전이 시작되고, 공항에선 로리의 아버지가 8머리의 살인자로 몰려 체포되면서 8머리 사건은 더욱 복잡해져만 간다.",https://images.justwatch.com/poster/24789034/s276/8-heads-in-a-duffel-bag.webp,
크라잉 프리맨,Crying Freeman,(1995),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,500', 'HD'])]","['70%', '6.5 (12k)']","['범죄 , 액션 , 스릴러']",['1시간 32분'],['Christophe Gans'],"['Mark Dacascos', 'Byron Mann', 'Masaya Kato', 'Tchéky Karyo', 'Julie Condra', 'Yoko Shimada', 'Rae Dawn Chong', 'Kevan Ohtsji', 'Mako', 'Jerry Wasserman', 'Mikal Tang', 'Murray Lowry', 'Debbie Podowski', 'Paul McGillion', 'Russell Ferrier', 'Alex Diakun', 'Aundrea MacDonald']",매력적인 화가 지망생 에무 오하라(줄리 콘드라 분)는 샌프란시스코의 한 휴양지에서 그림을 그리던 중 난데없는 처참한 살인 현장을 목격한다. 킬러인 프리맨(마크 다카스코스 분)은 자신의 희생자들을 보며 돌연히 눈물을 흘린다. 에무에게 자신을 요(Yo)라고 소개한 후 홀연히 사라지는 프리맨. 에무는 살인현장을 목격했으므로 그에게 죽어야 하는 운명이 된다. 희생자는 일본 야쿠자 보스 시마자키(마코 분)의 아들(케반 오스지 분)이었다. 시마자키는 킬러가 중국계 범죄 조직인 '용의 아들'에 소속된 프리맨임을 알고 니타 형사(체키 카요 분)에게 프리맨을 잡을 것을 명령한다.,https://images.justwatch.com/poster/14857919/s276/keuraing-peurimaen.webp,
릴리 슈슈의 모든 것,リリイ・シュシュのすべて,(2001),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]",,"['80%', '7.5 (8k)']","['범죄 , 드라마 , 음악 , 로맨스 , 스릴러']",['2시간 26분'],['Shunji Iwai'],"['Hayato Ichihara', 'Shugo Oshinari', 'Yu Aoi', 'Ayumi Ito', 'Takao Osawa', 'Miwako Ichikawa', 'Izumi Inamori', 'Ryo Katsuji', 'Tomohiro Kaku', 'Issey Takahashi', 'Kazusa Matsuda', 'Takahito Hosoyamada', 'Shinji Higuchi', 'Chiyo Abe', 'Anri Ban', 'Takako Baba', 'Yoji Tanaka', 'Kaori Fujii', 'Yoriko Kitahara']","가상의 가수 릴리 슈슈의 노래를 너무나 사랑하는 열네 살 소년 유이치. 그러나 그의 중학교 생활은 끔찍하기만 하다. 단짝 친구였던 반 아이들의 리더가 된 후 자신을 이지메시킨다. 한밤중에 불려나가 그들 앞에서 자위를 하거나 원조교제를 하고 있는 여학생의 일거수일투족도 감시해야 하며, 심지어 첫사랑 쿠노 역시 이지메를 당하지만 그녀를 도와주기에는 자신의 슬픔을 감당하기에도 벅차다. 그의 유일한 안식처는 오로지 영혼을 뒤흔드는 듯한 릴리 슈슈의 노래 뿐. 그러나 현실은 노래로 감출 만큼 만만하지 않다.",https://images.justwatch.com/poster/241809056/s276/rilri-syusyuyi-modeun-geos.webp,"[('Naver Store', ['₩1,200', 'HD'])]"
브라보 대디,Joe Somebody,(2001),,,"['62%', '5.5 (10k)']","['드라마 , 코미디']",['1시간 39분'],['John Pasquin'],"['Tim Allen', 'Julie Bowen', 'Kelly Lynch', 'Greg Germann', 'Jim Belushi', 'Hayden Panettiere', 'Patrick Warburton', 'Ken Marino', 'Wolfgang Bodison', 'Cristi Conaway', 'Robert Joy', 'Tina Lifford', 'James Cada', 'Tawnja Zahradka', 'Ahna Brandvik', 'Claudia Wilkens', 'Michelle Barnes', 'Jane Hajduk', 'Cean Okada', 'Sarah Agnew', 'Danielle Durham', 'Patrick Coyle']","지극히 평범하고 소심한 나머지 존재감이 거의 느껴지지 않는 조는 제약회사에서 영상홍보 전문가로 일하고 있다. 비록 남에게 인정을 받지 못하지만 업무에 최선을 다하는 한편 이혼한 아내가 키우는 외동딸 나탈리에게 헌신적인 애정을 쏟는다. 그런 조의 모습을 곁에서 지켜본 동료 멕은 그의 능력과 책임감을 높이 평가하고 호감을 갖는다. 그러던 어느날, 조는 자신의 주차 구역에 차를 세운 후배 마크에게 항의하던 중 나탈리와 동료들이 지켜보는 가운데 무참히 폭행을 당한다. 이에 굴욕감을 느낀 조는 마크에게 도전장을 던지고 무술 유단자 척의 지도를 받아 자신감 넘치는 적극적인 남자로 다시 태어나기로 결심하는데.",https://images.justwatch.com/poster/11071912/s276/joe-somebody.webp,"[('Naver Store', ['₩5,500', 'HD'])]"
텍사스 레인저,Texas Rangers,(2001),,"[('Naver Store', ['₩1,600', 'HD'])]","['63%', '5.2 (5k)']","['서부 , 액션 , 스릴러 , 드라마']",['1시간 26분'],['Steve Miner'],"['James Van Der Beek', 'Rachael Leigh Cook', 'Ashton Kutcher', 'Dylan McDermott', 'Usher', 'Tom Skerritt', 'Randy Travis', 'Leonor Varela', 'Brian Martell', 'Alfred Molina', 'Billy Morton', 'Kate Newby', 'Robert Patrick', 'Gordon Michaels', 'Joe Renteria', 'Eric Johnson', 'Matt Keeslar', 'James Coburn']","1870년, 미국 역사상 최초의 법 집행기관이 무법천지인 텍사스와 멕시코의 국경지역에 세워졌다. 존경과 용맹의 상징으로 전해지는 텍사스 레인저가 바로 그것. 당시는 멕시코인 무법자들이 국경지역을 습격하고, 인디언 종족들은 서로의 고유 영역을 지켜리는 싸움을 벌이고 있었으며, 새로운 삶에 매료된 많은 개척자들이 텍사스 지역으로 몰려오고 있었다. 전직 목사이자 남북전쟁 당시의 전설적인 레인저 대장인 린더 맥널리를 주축으로 만들어진 텍사스 레인저는 변호사가 되어 고향에 돌아온 날, 도적떼에게서 온가족을 잃은 청년 더니슨 등 대부분 어리고 경험이 없는 풋내기 레인저들로 구성된다. 그러나 대장인 린더 맥널리는 결핵으로 죽음이 다가옴을 느끼면서도 대부분이 십대들로 구성된 오합지졸의 텍사스 레인저들을 훈련시켜 극악한 도적떼와의 전투를 준비한다. 그러나 농장과 가족 목장을 마구 습격해대는 도적떼와의 전투는 그리 만만치가 않고, 이 난국을 타개하고 질서를 바로 잡을 수 있는 사람들인 텍사스 레인저들은 목숨을 건 혈투를 시작하는데.",https://images.justwatch.com/poster/77059773/s276/texas-rangers.webp,"[('Naver Store', ['₩5,500', 'HD'])]"
애니멀 팩토리,Animal Factory,(2000),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,500', 'HD'])]","['71%', '6.6 (13k)']","['범죄 , 드라마']",['1시간 34분'],['Steve Buscemi'],"['Willem Dafoe', 'Edward Furlong', 'Danny Trejo', 'Mark Boone Junior', 'Seymour Cassel', 'Mickey Rourke', 'Tom Arnold', 'John Heard', 'Chris Bauer', 'Rockets Redglare', 'Jake La Botz', 'Mark Engelhardt', 'Edward Bunker', 'Victor Pagan', 'Ernest Harden Jr.', 'Afemo Omilami', 'Michael Buscemi', 'J. C. Quinn', 'Steven Randazzo', 'Mark Webber', 'Steve Buscemi']",미국립교도소는 인간으로서는 도저히 살 수 없고 동물의 본능으로 살아가야 하는 잔혹한 곳이다. 인간의 존엄성은 사라지고 오직 생존의 의미만 부여할 수 있는 곳. 론은 이곳 감옥 생활에 차츰 적응해가지만 자신이 살기 위해 남을 죽여야만 하는 삶과 죽음의 갈림길에서 갈등하게 되는데...,https://images.justwatch.com/poster/46860591/s276/aenimeol-paegtori.webp,"[('Naver Store', ['₩1,200', 'HD'])]"
아르센 루팡,Arsène Lupin,(2004),,"[('wavve', ['₩2,000', 'HD'])]","['61%', '5.5 (7k)']","['액션 , 스릴러 , Made in Europe , 로맨스 , 범죄']",['2시간 11분'],['Jean-Paul Salomé'],"['Romain Duris', 'Kristin Scott Thomas', 'Eva Green', 'Pascal Greggory', 'Robin Renucci', 'Patrick Toomey', 'Mathieu Carrière', 'Philippe Lemaire', 'Jessica Boyde', 'Aurélien Wiik', 'Philippe Magnan']","어린 시절 아르센 루팡은 복싱 사범이었던 아버지에게서 엄한 교육을 받는다. 그러나 아버지는 도둑으로 몰려 경찰에 쫓기게 되고 어머니는 욕심 많은 언니인 이모로부터 쫓겨나게 된다. 어린 루팡은 아버지를 위해 여왕의 목걸이를 훔치지만 얼마 후 아버지는 시체로 발견된다. 16년후, 루팡은 능청맞은 도둑이 되어 어릴 때 사촌 끌라리스를 만나 그의 집으로 들어가게 된다. 그는 그 집의 아버지를 미행하다 놀라운 광경을 보게 되고, 그 곳에서 죠세핀이라는 늙지 않는 신비한 여인을 만나게 된다. 그녀의 부탁에 따라 신성한 십자가를 하나씩 모으게 되지만, 그녀의 적들은 죠세핀을 악마라 부르며 그녀를 증오한다. 루팡은 적과 죠세핀 사이에서 진실에 혼란을 겪게 되며, 더 깊은 모험으로 들어가게 되는데...",https://images.justwatch.com/poster/20268493/s276/areusen-rupang.webp,
My Life in Pink,Ma vie en rose,(1997),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,200', 'HD'])]","['79%', '7.6 (8k)']","['코미디 , 드라마 , Made in Europe']",['1시간 28분'],['Alain Berliner'],"['Georges Du Fresne', 'Michèle Laroque', 'Daniel Hanssens', 'Hélène Vincent', 'Laurence Bibot', 'Jean-François Gallotte', 'Julien Rivière', 'Gregory Diallo', 'Erik Cazals De Fabel', 'Cristine Barget', 'Delphine Cadet', 'Raphaelle Santini', 'Marine Jolivet', 'Anne Coesens', 'Vincent Grass', 'Jean-Philippe Écoffey']","Ludovic is a small boy who cross-dresses and generally acts like a girl, talks of marrying his neighbor's son and can not understand why everyone is so surprised about it. His actions lead to problems for him and his family.",https://images.justwatch.com/poster/254495644/s276/ma-vie-en-rose.webp,"[('Naver Store', ['₩1,200', 'HD'])]"
설원의 윌,Iron Will,(1994),"[('Disney Plus', ['정액제', 'HD'])]",,"['73%', '6.6 (8k)']","['가족 , 액션']",['1시간 48분'],['Charles Haid'],"['Mackenzie Astin', 'Kevin Spacey', 'Brian Cox', 'David Ogden Stiers', 'August Schellenberg', 'Rex Linn', 'John Terry', 'Ron Winters', 'Richard Riehle', 'George Gerdes', 'Jeffrey Alan Chandler', 'Michael Laskin', 'Penelope Windust', 'James Cada', ""Allan 'RJ' Joseph"", ""Alvin William 'Dutch' Lunak"", 'Tony Griffin', 'Jeff Hochendoner', 'Rusty Hendrickson', 'Paige Litfin', 'Marcus Klemp', 'Richard Hughes', 'Dan Chambers', 'Wayne A. Evenson', 'Stan Garner', 'Ed Dallas', 'Jerry Allan', 'Karl Randa', 'Jim Olsen', 'David Nason', 'Gerald DePerry', 'Aaron Houseman', 'Henry Novotny', 'Karen Clift', 'Benjamin Salisbury', 'Brian Grussing', 'Don Maloney', 'William John Murphy', 'Davio Dakotablu', 'Brittany Haid', 'Elisabeth Harmon-Haid', 'McKegney Barr', 'Marvin Defoe Jr.', 'Sheldon Aubut', 'Beau']",갑작스런 사고로 아버지를 잃은 소년이 난관을 딛고 '어른' 이 되는 과정을 그린 성장영화. 시골마을을 떠나 대학진학을 꿈꾸던 주인공 윌은 아버지의 사고사로 졸지에 가족과 농장을 책임져야하는 처지가 된다. 경제적 문제 해결을 위해 윌은 막대한 상금이 걸린 장거리 눈썰매 경주에 출전하기로 한다.여러 날 동안 위험하고 살벌한 설원을 가로지르는 여정에서 윌이 믿을 것은 자신의 의지와 충실한 개들 뿐. 찰스 헤이드 감독. 매킨지 애스틴.케빈 스페이시 주연. 1994년작. 원제 Iron Will.,https://images.justwatch.com/poster/165355334/s276/seolweonyi-wil.webp,
